date,time,Annotated tweet,Class,Your class label
16-Oct-12,9:37:04 AM,.@JansingCo  Romney  had 800 vetoes overriden in MA legislature.  Hardly a bipartisan record . 29% approval leaving office.,1,
16-Oct-12,9:37:07 AM,RT: @andreamsaul READ MEMO from  Romney   Political Director Rich Beeson : Where Things Stand in the Buckeye State http://t.co/98Wb2wtj,0,
16-Oct-12,9:37:12 AM,"@jasondhorowitz on  Romney  on LIE ""There are people,probably including Robert Moses, who have fantasized about such smooth sailing for years""",0,
16-Oct-12,9:37:30 AM, Romney ’s  jobs plan  revealed to be flim-flam http://t.co/NVjfrrEa,0,
16-Oct-12,9:37:39 AM," Romney  will ""harvest"" all of us. (@YouTube http://t.co/NqG7JM69)",0,
16-Oct-12,9:37:45 AM,@occupywallst @OccupyWallStNYC @JesseLaGreca  Koch brothers  encourage employees to vote  Romney  http://t.co/oLzCJ4VN #OWS #OSF #OLA #OO #NYC,1,
16-Oct-12,9:37:50 AM,"@BlueNilHamida if Mitt  Romney wins the  election , I'll be moving to the Netherlands lol!",-1,
16-Oct-12,9:38:01 AM,@GlennKesslerWP gives # Romney  4 Pinocchios for  bogus math  in claim he'll produce 12 million  jobs . Hash with no meat. http://t.co/1CRjuXje,-1,
16-Oct-12,9:38:29 AM,HUGE: WAPO Says  Romney 's  12 Million Jobs Plan  Is Entirely Bogus (Pinnochios Maxed Out) http://t.co/k9aR5pt4 via @dailykos,-1,
16-Oct-12,9:38:31 AM,@edshow Sheldon Adelson is a major GOP/ Romney  contributor under investigation for  China business  dealing. Why no discussion/ reporting?,-1,
16-Oct-12,9:38:33 AM,THE BEAR'S LAIR : Foreign policy in a bad world:  Mitt Romney 's  foreign  policy agenda would lead to permanently h... http://t.co/IawoDrWN,0,
16-Oct-12,9:38:42 AM,"RT No difference fromPBO? Yes #SENSATA ""@ByronTau: Republican consultant Robert Traynham says on MSNBC that  Romney  has a ""moderate record.""”",0,
16-Oct-12,9:38:42 AM,Why not lol ? RT @bombassneneex3: “@RespectMySexxy: If MIT  Romney  win I'm leaving the USA ✌” no you're not.,-1,
16-Oct-12,9:38:50 AM,"@TheDailyEdge And  Romney  foreign policy advisors  got us into two extended, expensive, wasteful wars  that  squandered the peace dividend .",-1,
16-Oct-12,9:38:50 AM,@PoliticsPA Don't worry  Obama  will beat  Romney  on election day and Tom Smith will lose to Bob Casey. McCracken will wipe his feet on Sankey.,2,
16-Oct-12,9:38:52 AM,"RT @bradtid: Another day another Solyndra- like  Romney  said,  Obama  only seems to pick losers. http://t.co/GdjRF7Vj",0,
16-Oct-12,9:38:53 AM,Heh. The  Romney   Tax Plan : http://t.co/voBO8JBr #fb,0,
16-Oct-12,9:38:57 AM,".@JansingCo  Romney 's  policies  were rejected by the legislature in Mass, he veto minimum wage and vets increases #Romneyhood",-1,
16-Oct-12,9:38:58 AM,". @GlennKesslerWP looks under the hood of  Romney 's  promise of ""12mm jobs"" . Spoiler alert: It doesn't add up http://t.co/LjokiAN2",-1,
16-Oct-12,9:38:58 AM,". @GlennKesslerWP looks under the hood of  Romney</>'s promise of "" 12mm jobs</>"". Spoiler alert: It doesn't add up http://t.co/LjokiAN2",-1,
16-Oct-12,9:39:06 AM,Prepping for the  debate  tonight- get  Romney   Tax plan  Details here http://t.co/kXw5SiTr,0,
16-Oct-12,9:39:12 AM, Your house is covered in  Romney  posters ...I'm really glad you could show me how ignorant you are so I can avoid you at all costs.,-1,
16-Oct-12,9:39:25 AM,"@EileenLeft @MittRomney   Romney  should be called ""Mr. Vanilla"", because  vanilla questions  are the only ones he can answer. He shld be on Fox",0,
16-Oct-12,9:39:34 AM,Wish I was home to go see Mitt tomorrow 😔 #mittsthetits # Romney 2012,0,
16-Oct-12,9:39:35 AM,"@davidaxelrod: 25yrs of tax return  didn't buy  Mitt  a VP spot year a biz guru was needed, he won't reveal  tax returns  &amp; wants to be CEO",0,
16-Oct-12,9:39:38 AM," Romney  may be able to capture the women's  vote  &amp; the youth  voteif  so, game over for  Obama .",2,
16-Oct-12,9:39:41 AM, Women  LOVE #ANN  Romney  #TCOT,1,
16-Oct-12,9:39:42 AM,@NotoriousRoxy mitt  Romney  style...,0,
16-Oct-12,9:39:46 AM,@JansingCo This guy is funny. Does he really believe our foreign allies like  Romney  after that disastrous trip earlier this year?,-1,
16-Oct-12,9:39:50 AM,"@JansingCo Jim Talent again? Think he will be "" honest "" about  Romney ?No,  Romney  did NOT lay out detail, just statements. NO DETAILS!!!",0,
16-Oct-12,9:39:59 AM,THIS!!! PLEASE SHARE WITH ALL FRIENDS!! - Florida Women For  Romney   Rally  - http://t.co/FnuyFfih via @newsninja2012,0,
16-Oct-12,9:40:00 AM,HAPPY DAY!  Left leaning pollster  has  Romney  leading  Obama  today 50% to 46%. http://t.co/JeZYFce9 #tcot #lnyhbt,2,
16-Oct-12,9:40:02 AM," Romney 's  tax plan  doesn't add up, but does it deserve a second look? http://t.co/YGFyFTD7",0,
16-Oct-12,9:40:03 AM,@AnnCoulter Blasts ‘Air-Headed’ Actresses in New  Pro-Obama Ad  That Warns Women About a  Romney  Presidency http://t.co/Nxk4Se2P,-1,
16-Oct-12,9:40:06 AM,Why isn't  Afghanistan  a campaign issue? Because neither  Obama  nor  Romney  has a  solution . -TIME,2,
16-Oct-12,9:40:07 AM,Matt Taibbi:  'Romney/Ryan   Tax Plan  Still Makes No Sense' http://t.co/m6viNz4f,-1,
16-Oct-12,9:40:08 AM,@DickMorrisTweet praying that tonight Governor  Romney  will be  amazing  and the American people will see the true colors of our president,1,
16-Oct-12,9:40:08 AM,".@JansingCo regarding  Romney   foreign policy , we saw it at Olympics and MidEast trip. That worked well didn't it?",-1,
16-Oct-12,9:40:10 AM,@KirkSeriousFace dudebroman.  Romney  is a  weak candidate  facing a relatively strong candidate in  Obama . GOP shot themselves in the foot again,2,
16-Oct-12,9:40:11 AM,"While I don't support  Romney 's  political campaign , he is a pretty good  business man .",2,
16-Oct-12,9:40:17 AM,idk who put the  romney   sign outside the neighborhood  but not all of us are romney followers #nowaygirlfriend,0,
16-Oct-12,9:40:17 AM,"@chrislhayes snd I'm guessing the flip side is ""if  Romney   wins , don't be surprised if I lat you off""",-1,
16-Oct-12,9:40:19 AM,RT “@AriBerman: Today's absolute must-read: Mitt  Romney ’s ‘new math’ for  jobs plan  doesn’t add up http://t.co/ookiFnkp”,-1,
16-Oct-12,9:40:35 AM,"Wonder how many American Latinos KNOW  founder of Univison, Jerry Perenchio, gave $2.6 mil SUPPORTING Amer Crossroads  Pac(Rove) 4 # Romney  ?!",-1,
16-Oct-12,9:40:42 AM,"@TheDailyEdge:  Romney   jobs plan  designed by Bush team that created ZERO jobs. Washington Post: ""They've done it again"" http://t.co/lxf0Szyd",0,
16-Oct-12,9:40:44 AM,(PA) Poll 10/16/12  Romney  Closing In On  Obama ? And Smith on Casey? Will Romney/Ryan come to PA after all? http://t.co/jbD2uZL6 #theDMS,2,
16-Oct-12,9:40:52 AM,"I watching the  debate  tonight just to see # Romney  lie more, and watch a lot of dumb Americans buy into his  sales pitch vs. substance  #Facts",-1,
16-Oct-12,9:41:04 AM,I don't know of any  good-looking politicians  except M R . I  vote  4  Obama  bc he's all about fixing America.,2,
16-Oct-12,9:41:05 AM,@chris_tin_e @amyelvidge Mitt  Romney  IS the American Horror Story.,-1,
16-Oct-12,9:41:13 AM, Whoopi Goldberg  Fires Back At Mitt  Romney  Over  Leaked Comments  http://t.co/4PMMq88a via @HuffPostMedia,-1,
16-Oct-12,9:41:14 AM,I don't believe anything is free. It has to be paid for some how. I would respect  Romney /Ryan if they present a blueprint showing what they,0,
16-Oct-12,9:41:15 AM,@RomneyToWin I love my country which is exactly why I'm not voting for  Romney ,-1,
16-Oct-12,9:41:19 AM,"RT Sounds fun! ""@UberFacts: In 1965, Mitt  Romney  was arrested for using  large blocks of ice to slide down the slopes of a golf course .""",0,
16-Oct-12,9:41:22 AM,"Whoa.  Romney 's top  economic adviser , Glenn Hubbard, acknowledges  Romney  is making s*** up on jobs: http://t.co/qx2uLXD4 #NCpol #COpols",-1,
16-Oct-12,9:41:39 AM,"Yah see  Obama  is  terrible  but  Romney  is too, so what choices are there",2,
16-Oct-12,9:41:50 AM,@Jansingco Tell @jimtalent that  Romney  said If he tells what cuts he will make he will LOSE!,-1,
16-Oct-12,9:41:50 AM,@Be_Breezyy Check out the new F*ck  Romney  shirt...gets more  people talking  :) ...they sell em at http://t.co/1lLsOqZU,-1,
16-Oct-12,9:41:52 AM,@Arianna8927 Everything about sociopath  Romney  is flim-flam.  He's a con artist.,-1,
16-Oct-12,9:42:00 AM,@AudreyFehan it's  debate day  perfect day to call in sick to work! Then you can stay in bed till # Mitt  opens another can...,2,
16-Oct-12,9:42:05 AM, Romney  now has better favorable to unfavorable ratio than  Obama  accd to RCP average,2,
16-Oct-12,9:42:09 AM,Why do  women  turn for  Romney -Ryan? Don't they see that they are wolfs in sheeps clothes?,-1,
16-Oct-12,9:42:13 AM,'Erratic and Startling': Aide to George Romney Blasts  Mitt 's  Campaign Tactics  http://t.co/Arki0JgG via @Onswipe,-1,
16-Oct-12,9:42:20 AM,@NoWomanIsRight: Mitt  Romney   against women rights ... maybe he  ain't such a bad guy  after all LOL #StillFunny,-1,
16-Oct-12,9:42:22 AM,"Facts! “@word_34: When it comes to his  $5T tax plan , don't let Mitt  Romney  give you the runaround. Details matter: http://t.co/1JY5LBye",-1,
16-Oct-12,9:42:32 AM,if you're looking for a  defense  of the  Romney  tax plan that is in touch with reality this is a good one http://t.co/aFrNqqOt,1,
16-Oct-12,9:42:38 AM,RT: Hahahahaha  &lt;3  BREAKING: Details on  Romney 's  tax plan  finally revealed: http://t.co/gUqIrVF0 … #p2 #topprog # Obama 2012@Eclectablog,0,
16-Oct-12,9:42:40 AM,"Gary Johnson is  ""Pulling votes from Romney"" ? You cannot take votes from from  Romney  when they weren't his  votes  to begin with!",-1,
16-Oct-12,9:42:54 AM,Jim Talent earnestly trying to sell  Romney  on strength of his  tax plan  and making the world fall in love with America again. #fail,1,
16-Oct-12,9:42:56 AM,@BorowitzReport What's the big difference between  Mitt and Mr Maybe? Only Mr Maybe's ancestors sold  slaves .,2,
16-Oct-12,9:42:58 AM,"@nwilsey24 okay but you don't know shit about  Romney  you only know ""bad""  Obama  is",2,
16-Oct-12,9:43:19 AM,Why @Mitt Romney  should  hammer   Obama  on shale gas in PA http://t.co/Ln9zU7KN #winningissue #energy @AFPPennsylvania,0,
16-Oct-12,9:43:24 AM,Excellent Explanation: President Clinton Explains How Mitt  Romney  Is Planning Huge  Tax Breaks For Millionaires  [VIDEO] http://t.co/jmeJHbEI,-1,
16-Oct-12,9:43:24 AM,"Paul Ryan washing already clean dishes to ""fool""  America  represents the  Romney-Ryan  ticket. Fake and phoney to it's core.",-1,
16-Oct-12,9:43:27 AM,"Damn, whenever a d-list, has been,  attention starver  wants some free press they seem to claim  Romney  as their  choice candidate .",0,
16-Oct-12,9:43:32 AM,@Students4 Obama  President Clinton Explains Mitt  Romney 's  $5 Trillion Tax Cut  http://t.co/DJHUKJ6M #Election2012,0,
16-Oct-12,9:43:38 AM,"Won't change mine RT @ArkansasBlog: If  Romney  wins  popular vote but loses electoral , will that change GOP minds about electoral college?",0,
16-Oct-12,9:43:41 AM,@BeckyBergs: Going to Hofstra to  throw coins  at Mitt  Romney ...he'll probably wonder what those strange little metal things are,-1,
16-Oct-12,9:43:43 AM,Would you really want a  man in the White House who honestly believes he can become a god ?  Romney  believes that! http://t.co/a5Q5Hdy4,-1,
16-Oct-12,9:43:44 AM,Would be nice if @piersmorgan called out his guests on dancing around his questions just once.  Romney  kids did it all night.,0,
16-Oct-12,9:43:45 AM,@TheAtlantic  newest details  on  Romney  tax plan http://t.co/NN3uQ6IL,0,
16-Oct-12,9:43:47 AM,@barack obama  @mitt romney  The gap among female voters is closing. #tcot http://t.co/D1qNHy1M,0,
16-Oct-12,9:43:50 AM,@ashleymariedean another tv filled night #Yankees #playoffs # debate  # Romney ,0,
16-Oct-12,9:43:51 AM,@Adenovir Finally. A detailed explanation of how the  Romney -Ryan  tax plan  works: http://t.co/7DHXM0ZR,0,
16-Oct-12,9:43:52 AM,Stephanie Cutter:   Mitt Romney  Blatantly Distorting the  President's Record : http://t.co/V5miMInK via @youtube,-1,
16-Oct-12,9:43:53 AM,# Romney   Transfers Funds  to State Party Committees http://t.co/Oq8Q2Oul #news #p2,1,
16-Oct-12,9:44:01 AM, Romney 's  tax cut  is bogus... but don't take my word for it... here's Bill  http://t.co/mWEMfUDm,2,
16-Oct-12,9:44:02 AM,"@jljacobson @MittRomney The  Romney   Myth  is not supported by math, facts, or even partial truths.",-1,
16-Oct-12,9:44:03 AM,"@Subvertica As I like you, normally I'd  wish you luck  tonight, instead  I wish America luck ! Go  Romney !",1,
16-Oct-12,9:44:06 AM,"@HUChronicle This is a growing story pre-debate,  Romney   ignores workers  as story gains coverage: http://t.co/LaYLb1SL",-1,
16-Oct-12,9:44:10 AM,(Alex Jones)  Leaked Debate Agreement  Shows Both  Obama  and  Romney  are Sniveling Cowards http://t.co/MSWAXtug,-1,
16-Oct-12,9:44:15 AM,@DeTroyes1  Mitt  is going to choke this fool out tonight. Guaranteed.   Abortion/antiGod Party  in death-throes tonight!,1,
16-Oct-12,9:44:17 AM,"@APCampaign: 5 things to watch for when # Obama,/e>, # Romney  meet in  town hall style 2nd debate : http://t.co/LVtXF6jg #Election2012 #271debate",0,
16-Oct-12,9:44:23 AM,@kuteypie2u @JansingCo LOOK AT MSNBC TRYING TO HELP  Romney  BY GIVING HIM ANSWERS TO SIMPLE QUESTION ITS  SHAMEFUL   Romney  DIDN'T KNOW MIN.WAGE,-1,
16-Oct-12,9:44:38 AM,"@Reince I have not seen  Romney /Ryan  explain in detail  to voters how good managers set goals, objectives and programs follow up to completion",0,
16-Oct-12,9:44:39 AM,"@jpodhoretz @daveweigel Depends on what  Romney  can achieve with  waivers ,  executive orders , and bipartisan dislike of some elements.",1,
16-Oct-12,9:44:44 AM,@brandibelle73 @jamesotto Team # romney  all the way!!!!!,1,
16-Oct-12,9:45:04 AM,[NEWS]: Romney  raises record $170 million http://t.co/SykqsrmI,1,
16-Oct-12,9:45:14 AM,@CNNPR @cnnradio if RNC was a  company why would one hire it?  Romney  likes to fire; why hire a  bad company  that handed 6T debt  to Obama,-1,
16-Oct-12,9:45:26 AM,Patton Oswalt has some  debate tips  for  Mitt Romney  http://t.co/OPEolOc8,0,
16-Oct-12,9:45:28 AM,Do we really want to reelect  Obama  who blames Bush or calls Romney a liar for all his  failures  as a President?  Self-Deception is limitless .,-1,
16-Oct-12,9:45:30 AM,Pres. Clinton explains  Mitt Romney 's $5 trillion  tax cuts . Romney's math doesn't add up: http://t.co/bnSBxCrt,-1,
16-Oct-12,9:45:37 AM, Women  for Mitt &amp; Juntos Con  Romney  Conference Call w/Ann &amp; Craig  Romney ! | Mitt  Romney  for President http://t.co/tfJUHcsr,1,
16-Oct-12,9:45:47 AM,!!!! RT @ClintColey: Ayo stop playing with that jive  ass  turkey Mitt  Romney  and get right at him tonight man,1,
16-Oct-12,9:45:49 AM,Why did Mitt  Romney  pick  Paul Ryan for vice president ? See for yourself: http://t.co/AtztDjpq,0,
16-Oct-12,9:45:51 AM," Health care, petroleum lobbyists  help  Romney  raise $9 million: http://t.co/miLTaOut via @WashTimes #source2012",0,
16-Oct-12,9:45:55 AM,@dailykos Mitt  Romney 's  jobs plan  math is as bogus as his  tax plan  math http://t.co/GtB8ot3a #P2,-1,
16-Oct-12,9:46:21 AM, Romney 's leading 3-1 according to my bike ride survey of yard signs in my neighborhood in FLORIDA!  #RomneyRyan2012 http://t.co/FbQVaREI,1,
16-Oct-12,9:46:32 AM,Will have to wait for the second  Obama   Romney   debate  to see who really will win the presidency.,2,
16-Oct-12,9:46:32 AM,".BeesnBeans FearDept Yes, we shouldn't mention  Obama  is a  mass murderer  because Romney  will murder more.",2,
16-Oct-12,9:46:51 AM,@DTLAL Mitt  Romney 's  Tax  Dodge http://t.co/VjFc9Y04 via @rollingstone,-1,
16-Oct-12,9:46:51 AM,@ninadelado  Liar  like  Romney  can onlyB thought of as  winning a debate  ifU rename it a lying contest. Facts matter 4any1 not a fool(pundit).,0,
16-Oct-12,9:46:52 AM,@changepat @kuteypie2u @JansingCo JANSING MUST GET PAID A LOT OF MONEY TO SELL HER CAREER DOWN THE DRAIN FOR MITT  ROMNEY  THE HABITUAL LIAR!,-1,
16-Oct-12,9:46:52 AM,@lemontree46  How will Union Reps know whether or not they  vote  4  Obama  or  Romney ?,2,
16-Oct-12,9:46:58 AM,Why Mitt  Romney 's  12 million jobs math  is rejected by the  fact checkers : http://t.co/wV67Io5c,-1,
16-Oct-12,9:47:01 AM,"@jimgeraghty Oh, I see they have  Romney  lower in Ohio and higher in Va making the  difference larger  in Oh. But PPP poll is a joke.",0,
16-Oct-12,9:47:01 AM,You can  vote  for  Romney  and  still be a Democrat . No one has to know.,1,
16-Oct-12,9:47:06 AM,You want  Romney  to win? Setup a  donation campaign for him  on our site to help.,-1,
16-Oct-12,9:47:07 AM,"@aishlingmara @gstuedler You leave President  Romney  &amp; the 1st, 2nd, 3rd, and 4th  ladies  out of this!",0,
16-Oct-12,9:47:16 AM,"@JoeNBC  If this Nation elects Mr.  Romney , a  disingenuous   Chameleon , President, what does that say about us as a Nation.",-1,
16-Oct-12,9:47:18 AM,"@biggovt IT'S ALL ABOUT AMERICA &amp;  ITS OPPORTUNITY TO BEGIN A TRUE RESURRECTION ,  ROMNEY /RYAN CAN PLACE AMERICA ON THOSE FIRST REQUIRED STEPS!",1,
16-Oct-12,9:47:20 AM,The difference between the presidents..  Romney  is talking about how he is gonna better the US and all  Obama  talks about it trashing Romney,2,
16-Oct-12,9:47:20 AM,Why didn't Mitt  Romney  run for a  second term as governor ? He would have miserably lost. # Romney Shambles http://t.co/E4XSG4dN,-1,
16-Oct-12,9:47:25 AM,You would think  Romney 's entire  economic policy  being a sham would be a story.,-1,
16-Oct-12,9:47:25 AM,You would think  Romney 's entire  economic policy  being a sham would be a story.,-1,
16-Oct-12,9:47:32 AM,RT“@latinorebels: Poll: Barack  Obama  leads  Romney  in Arizona http://t.co/LQx5ayQq #SoyRebelde &gt;&gt; #Forward2012 #Arizona #Latinovote 👏,2,
16-Oct-12,9:47:35 AM,"@LatinoVoices If the  Latinos are not Muslim  They will get Hosed Hard like the rest of us, if  Obama  Wins.",-1,
16-Oct-12,9:47:36 AM,"Yes, I get that you think  ROMNEY  is a  lesser evil  than  OBAMA , but who would you vote for, Freddy or Jason? Freddy is the Democrat, obviously.",2,
16-Oct-12,9:47:43 AM,"@howardfineman Howard, that 7th paragraph (""In Republican presidential nominee..."") is the  best  summary of  Mitt  I think I've ever seen.",1,
16-Oct-12,9:48:04 AM," Romney surges to four point lead in  Battleground states , http://t.co/RibpY2zy /#abortion",1,
16-Oct-12,9:48:15 AM,@JDIsley10  romney  would blame it on the 99% thats beneath the water while giving the 1% that actually did the  damage tax cuts for the hassle ,-1,
16-Oct-12,9:48:17 AM,@Madamo1 ill help u out  Obama  or  Romney ?,2,
16-Oct-12,9:48:43 AM,Yet more bad  news  for  Romney . http://t.co/cbbuh869,-1,
16-Oct-12,9:48:46 AM,".@MSNBC there r so many thngs abt  Romney  &amp; his  Bain dealings  that u want tlk abt, his many  lies  etc rather than report TRUTH u rept DRAMA",-1,
16-Oct-12,9:48:49 AM,I am seriously absolutely terrified of  Romney   winning the election .,-1,
16-Oct-12,9:48:51 AM,.@mitt romney  here's a good read for you:  http://t.co/pINtPH0g #gop #dem,0,
16-Oct-12,9:48:54 AM,"@JansingCo Ppl expect  Romney  to a>know/a> what's the  average mininum wage ,when he think your in the middle class if you make 250,000!",0,
16-Oct-12,9:49:13 AM,5 Ways the  Koch Brothers ' Money Has a Grip on Mitt  Romney  | Alternet http://t.co/aT8jr876,-1,
16-Oct-12,9:49:17 AM,"@davidaxelrod @stefcutter  Who is Mitt  Romney ???...You STILL have no idea....and you never will,  Mitt has a bridge to nowhere …to sell you",-1,
16-Oct-12,9:49:21 AM,He's running a hocus pocus campaign here @GovHowardDean on  Romney 's  campaign  #jansingco,-1,
16-Oct-12,9:49:22 AM,@3dyaoi pt 2 to  romney 's  confession !!!,0,
16-Oct-12,9:49:29 AM,@joe_hill Please RT:  Romney  eliminating  estate tax  + cutting cap gains tax = permanent upper class who NEVER pay taxes. #BiggestLoopholeEver,-1,
16-Oct-12,9:49:31 AM,@NicholasTheBomb go tipe in ERB  Obama  and  Romney  luls YouTube (Y),2,
16-Oct-12,9:49:34 AM,"@DRUDGE_REPORT @michellemalkin @IngrahamAngle and yet main stream media repeats "" Romney  can't  connect  and has a  likeability  problem""",-1,
16-Oct-12,9:49:37 AM,@billmaher Get the details on  Romney 's  tax plan ... if you can. http://t.co/2eO0uLlX,0,
16-Oct-12,9:49:43 AM,"@blove65 Absolutely! We've got momentum rolling on breaking out the truth,  Romney  will put MB back on  terrorist list  where they belong.",1,
16-Oct-12,9:49:47 AM,William mitt  Romney . Who has their middle named mitt. What short for mittens,-1,
16-Oct-12,9:49:55 AM,"@AJCatJC CNN claimed as of this morning that in battleground states,  womens' poll numbers  4  Romney  are rocketing upwards.Anyone smell a rat?",1,
16-Oct-12,9:50:00 AM,@KailiJoy Unfortunately for  women  looks like  Romney  will be the next President if you believe the polls,0,
16-Oct-12,9:50:15 AM,.@mitt romney  with all that  money  you should be able to afford a  calculator that works . http://t.co/xHjyMuLp #gop #dem,0,
16-Oct-12,9:50:16 AM,"RT @FactsAboutMitt:  Romney  wrote  Op-ed, ""Health Care for Everyone?  We Found a Way."" April 11, 2006 - WSJ  http://t.co/smY3BgkV",1,
16-Oct-12,9:50:34 AM,"@JansingCo @govhowarddean ""The President came prepared to debate Romney on his record"" - Rachel Maddow!  Romney  is a  liar . He's ""Danger""",-1,
16-Oct-12,9:50:44 AM,RT @DanAmira: I can't believe that Hillary Clinton is taking responsibility for something she's responsible for.  Obama  you are a coward.,0,
16-Oct-12,9:50:51 AM,@Ninolove_ F*ck  Romney  and  F*ck Republicans altogether  lol...you gotta get the F*ck  Romney  t-shirt at http://t.co/1lLsOqZU GO,-1,
16-Oct-12,9:50:58 AM, Romney  admits he  couldn't reduce  Massachusetts' multi-billion dollar  budget deficit w/o new revenue . http://t.co/9nUfoxuu,-1,
16-Oct-12,9:51:07 AM,@randystamps Actually  praying God's  will is for  Romney  to win. Pleased that the state GOP is spending money in Clarksville's senate race.,1,
16-Oct-12,9:51:24 AM,@maggiepolitico @BloombergView That's interesting -- that line of critique mirrors some assessments of  Obama 's No Child Left Behind waivers.,0,
16-Oct-12,9:51:25 AM,"The  Democrat machine  has thrown 'every' charge at  Romney  (racist, sexist, murderer) but nothing is sticking—it's driving them mad. #good",1,
16-Oct-12,9:51:25 AM,"The  Democrat machine  has thrown 'every' charge at  Romney  (racist, sexist, murderer) but nothing is sticking—it's driving them mad. #good",1,
16-Oct-12,9:51:27 AM,"With our  unemployment % above national average , no wonder new poll has  Florida Latinos  Moving Toward  Romney  http://t.co/BoC5yhFg (via abc)",1,
16-Oct-12,9:51:31 AM,@jpodhoretz pretty good.  But your  Romney  seems a little short of  deification  for those of us with memories going back further than a month,-1,
16-Oct-12,9:51:32 AM,"Wait, is  Romney  walking back his promise to cut  tax rates  by a fifth? AEI's @michaelrstrain thinks so. http://t.co/gvleopAR",0,
16-Oct-12,9:51:48 AM,"@WitchCandee that is because  Romney 's plan (if there is one) would be the same as Newt's, let them get  jobs as janitors . #AsshatsAbide",-1,
16-Oct-12,9:51:53 AM,"Ryan  foiled by camera, microphone  http://t.co/LNpuMK8H  For me this shows the real  Romney  to be a pretender/liar... #speakup # Obama 2012",-1,
16-Oct-12,9:52:01 AM,Massachusetts was 47th out of 50 states in  job creation  while Mitt   Romney was Governor http://t.co/jJpFLX5a,-1,
16-Oct-12,9:52:04 AM,WWHHAATT?! RT @beingstray Even  Fox  Is Calling Out  Romney  for Dishonesty http://t.co/FzkIhtDD,-1,
16-Oct-12,9:52:11 AM,@alcivar @davidaxelrod @JRubinBlogger Go  Romney ! America need you! God is with you!\,1,
16-Oct-12,9:52:17 AM,"@bkice_ yeah, I was jw why you would bet now when you'll likely get a better line on  mitt  tomorrow",-1,
16-Oct-12,9:52:33 AM," Romney 's Ohio visit draws  coal supporters : ""Well, it's like I'm selling apples and he's trying to tell me they'r... http://t.co/ub8MP0Vk",0,
16-Oct-12,9:52:46 AM,Would Mitt  Romney  have a better chance if his  dad were Mexican ? - http://t.co/PswYewoH via @UnknownMami #Latism,0,
16-Oct-12,9:52:51 AM, Women voting  for  Romney : LOL,1,
16-Oct-12,9:52:56 AM,"RT@TheNewDeal:  Mitt Romney  to Get Over $100,000 in  Tax Breaks  for Sending #Sensata to China http://t.co/KCqp3D9I Rt #BainPort #Obama2012 #p2",0,
16-Oct-12,9:52:56 AM,"RT@TheNewDeal: Mitt  Romney  to Get Over  $100,000 in Tax Breaks  for  Sending #Sensata to China  http://t.co/KCqp3D9I Rt #BainPort # Obama 2012 #p2",-1,
16-Oct-12,9:53:03 AM,"Yeah,  Romney 's fine in Missouri. Akin? Not so much. If he pulls out, Claire's",0,
16-Oct-12,9:53:17 AM, Romney  Has Large Lead In  Rural Swing Counties ,1,
16-Oct-12,9:53:20 AM,"Why wont the taxes we pay frm every paycheck we get put our kids through college,  Obama ,  Romney ? Any takers on this 1??",0,
16-Oct-12,9:53:32 AM,@6nivram9 @ShareThis So funny! Hope someone makes a  Romney  video!,0,
16-Oct-12,9:53:47 AM, Workers Under the Control  of Bain/ Romney  Speak Out!: http://t.co/p9mwqXyi via @youtube,0,
16-Oct-12,9:53:53 AM, Romney  closes to single digits in  NEW JERSEY !:  http://t.co/mBT8Swke Blue states in play... #tcot #p2 #Mitt2012 #Obama2012,1,
16-Oct-12,9:53:59 AM,@goldietaylor @Salon we could prove Mitt  Romney  is secretly the  devil  &amp; White evangelicals would still vote for him. #anybodybuttheblackdude,-1,
16-Oct-12,9:54:03 AM,"@edshow  Romney ""s  policies  SUCK!!!!! Can't trust someone who lies all the time!!!",-1,
16-Oct-12,9:54:04 AM,Will  Obama  and Michelle go out for yet another  tax payer  funded $1 Million Dollar Date Night in NYC? #election2012,0,
16-Oct-12,9:54:14 AM,"@glennbeck  Romney  needs to give a few detailed specifics on his plan , not just say he has a plan to be  bipartician .",1,
16-Oct-12,9:54:20 AM,@AnneRomney1 Pls tell Gov  Romney  to be confident in explaining later how he and other govs. in other states balanced  budget w/o raising tax ,0,
16-Oct-12,9:54:25 AM, Romney 's Unraveling Claim That Six Studies Validate His  Tax Plan  http://t.co/dfOMb9cL via @TPM,1,
16-Oct-12,9:54:28 AM,"WSJ:  Obama ,  Romney  Roll Out Big Guns in  Deficit Fight  http://t.co/LUrDvm4H",0,
16-Oct-12,9:54:31 AM,@nudsPundit @mitt Romney  @ Romney response This can help us take the lead.  Push the plan .  Romney 's  energy plan  is great but people don;t read.,1,
16-Oct-12,9:54:33 AM,"@BankruptingAm  More than 500 economists, 5 Nobel laureates back  Romney ’s  economic strategy  http://t.co/5GwmuDEW",1,
16-Oct-12,9:54:41 AM, Romney 's  Tax Plan  Turns the Laws of Mathematics on their Head http://t.co/abXOoasj,0,
16-Oct-12,9:54:54 AM,".@shortwave8669 @msupolitical funny.  mitt  wasn't ANYONE'S  primary choice . how did he ""WIN"" then? and what of the dems that are voting GJ?",-1,
16-Oct-12,9:55:06 AM,Matt Taibbi: The  Romney-Ryan   tax plan  should be laughed at http://t.co/L8KAYPrQ,-1,
